Measurement,Country,Location,Latitude,Longitude,Start,End,conc,unc,uncrel
m179_V,France,Fessenheim,48.916,7.566,20/04/2020,27/04/2020,0.95,0.26,27.4
m179_Z,France,Fessenheim,46.916,7.566,20/04/2020,27/04/2020,0.95,0.26,27.4
m181_C,France,Grenoble,45.202,5.705,30/03/2020,06/04/2020,<0.44,,
m181_S,France,Grenoble,45.202,6.705,30/03/2020,06/04/2020,<0.44,,
m181_J,France,Grenoble,45.202,4.705,30/03/2020,06/04/2020,<0.44,,
m181_V,France,Grenoble,46.202,5.705,30/03/2020,06/04/2020,<0.44,,
m181_Z,France,Grenoble,44.202,5.705,30/03/2020,06/04/2020,<0.44,,
m182_C,France,Grenoble,45.202,5.705,06/04/2020,14/04/2020,0.92,0.25,27.2
m182_S,France,Grenoble,45.202,6.705,06/04/2020,14/04/2020,0.92,0.25,27.2
m182_J,France,Grenoble,45.202,4.705,06/04/2020,14/04/2020,0.92,0.25,27.2
m182_V,France,Grenoble,46.202,5.705,06/04/2020,14/04/2020,0.92,0.25,27.2
m182_Z,France,Grenoble,44.202,5.705,06/04/2020,14/04/2020,0.92,0.25,27.2
m183_C,France,Grenoble,45.202,5.705,14/04/2020,20/04/2020,<0.6,,
m183_S,France,Grenoble,45.202,6.705,14/04/2020,20/04/2020,<0.6,,
m183_J,France,Grenoble,45.202,4.705,14/04/2020,20/04/2020,<0.6,,
m183_V,France,Grenoble,46.202,5.705,14/04/2020,20/04/2020,<0.6,,
m183_Z,France,Grenoble,44.202,5.705,14/04/2020,20/04/2020,<0.6,,
m184_C,France,Grenoble,45.202,5.705,20/04/2020,27/04/2020,0.4,0.22,55
m184_S,France,Grenoble,45.202,6.705,20/04/2020,27/04/2020,0.4,0.22,55
m184_J,France,Grenoble,45.202,4.705,20/04/2020,27/04/2020,0.4,0.22,55
m184_V,France,Grenoble,46.202,5.705,20/04/2020,27/04/2020,0.4,0.22,55
m184_Z,France,Grenoble,44.202,5.705,20/04/2020,27/04/2020,0.4,0.22,55
m185_C,France,Nancy,48.688,6.222,31/03/2020,07/04/2020,<2.5,,
m185_S,France,Nancy,48.688,7.222,31/03/2020,07/04/2020,<2.5,,
m185_J,France,Nancy,48.688,5.222,31/03/2020,07/04/2020,<2.5,,
m185_V,France,Nancy,49.688,6.222,31/03/2020,07/04/2020,<2.5,,
m185_Z,France,Nancy,47.688,6.222,31/03/2020,07/04/2020,<2.5,,
m186_C,France,Nancy,48.688,6.222,07/04/2020,14/04/2020,<2.6,,
m186_S,France,Nancy,48.688,7.222,07/04/2020,14/04/2020,<2.6,,
m186_J,France,Nancy,48.688,5.222,07/04/2020,14/04/2020,<2.6,,
m186_V,France,Nancy,49.688,6.222,07/04/2020,14/04/2020,<2.6,,
m186_Z,France,Nancy,47.688,6.222,07/04/2020,14/04/2020,<2.6,,
m187_C,France,Nancy,48.688,6.222,14/04/2020,21/04/2020,<3,,
m187_S,France,Nancy,48.688,7.222,14/04/2020,21/04/2020,<3,,
m187_J,France,Nancy,48.688,5.222,14/04/2020,21/04/2020,<3,,
m187_V,France,Nancy,49.688,6.222,14/04/2020,21/04/2020,<3,,
m187_Z,France,Nancy,47.688,6.222,14/04/2020,21/04/2020,<3,,
m188_C,France,Saint Alban,45.396,4.758,06/04/2020,13/04/2020,0.74,0.22,29.8
m188_S,France,Saint Alban,45.396,5.758,06/04/2020,13/04/2020,0.74,0.22,29.8
m188_J,France,Saint Alban,45.396,3.758,06/04/2020,13/04/2020,0.74,0.22,29.8
m188_V,France,Saint Alban,46.396,4.758,06/04/2020,13/04/2020,0.74,0.22,29.8
m188_Z,France,Saint Alban,44.396,4.758,06/04/2020,13/04/2020,0.74,0.22,29.8
m189_C,France,Saint Alban,45.396,4.758,13/04/2020,20/04/2020,0.64,0.18,28.1
m189_S,France,Saint Alban,45.396,5.758,13/04/2020,20/04/2020,0.64,0.18,28.1
m189_J,France,Saint Alban,45.396,3.758,13/04/2020,20/04/2020,0.64,0.18,28.1
m189_V,France,Saint Alban,46.396,4.758,13/04/2020,20/04/2020,0.64,0.18,28.1
m189_Z,France,Saint Alban,44.396,4.758,13/04/2020,20/04/2020,0.64,0.18,28.1
m190_C,France,Saint Alban,45.396,4.758,20/04/2020,27/04/2020,<0.41,,
m190_S,France,Saint Alban,45.396,5.758,20/04/2020,27/04/2020,<0.41,,
m190_J,France,Saint Alban,45.396,3.758,20/04/2020,27/04/2020,<0.41,,
m190_V,France,Saint Alban,46.396,4.758,20/04/2020,27/04/2020,<0.41,,
m190_Z,France,Saint Alban,44.396,4.758,20/04/2020,27/04/2020,<0.41,,
m192_C,France,Marcoule,44.124,4.703,30/03/2020,06/04/2020,<0.5,,
m192_S,France,Marcoule,44.124,5.703,30/03/2020,06/04/2020,<0.5,,
m192_J,France,Marcoule,44.124,3.703,30/03/2020,06/04/2020,<0.5,,
m192_V,France,Marcoule,45.124,4.703,30/03/2020,06/04/2020,<0.5,,
m192_Z,France,Marcoule,43.124,4.703,30/03/2020,06/04/2020,<0.5,,
m193_C,France,Marcoule,44.124,4.703,06/04/2020,13/04/2020,0.67,0.18,26.9
m193_S,France,Marcoule,44.124,5.703,06/04/2020,13/04/2020,0.67,0.18,26.9
m193_J,France,Marcoule,44.124,3.703,06/04/2020,13/04/2020,0.67,0.18,26.9
m193_V,France,Marcoule,45.124,4.703,06/04/2020,13/04/2020,0.67,0.18,26.9
m193_Z,France,Marcoule,43.124,4.703,06/04/2020,13/04/2020,0.67,0.18,26.9
m194_C,France,Marcoule,44.124,4.703,13/04/2020,20/04/2020,<0.47,,
m194_S,France,Marcoule,44.124,5.703,13/04/2020,20/04/2020,<0.47,,
m194_J,France,Marcoule,44.124,3.703,13/04/2020,20/04/2020,<0.47,,
m194_V,France,Marcoule,45.124,4.703,13/04/2020,20/04/2020,<0.47,,
m194_Z,France,Marcoule,43.124,4.703,13/04/2020,20/04/2020,<0.47,,
m195_C,Germany,Aachen-Orsbach,50.798,6.024,06/04/2020,13/04/2020,<2.36,,
m195_S,Germany,Aachen-Orsbach,50.798,7.024,06/04/2020,13/04/2020,<2.36,,
m195_J,Germany,Aachen-Orsbach,50.798,5.024,06/04/2020,13/04/2020,<2.36,,
m195_V,Germany,Aachen-Orsbach,51.798,6.024,06/04/2020,13/04/2020,<2.36,,
m195_Z,Germany,Aachen-Orsbach,49.798,6.024,06/04/2020,13/04/2020,<2.36,,
m196_C,Germany,Aachen-Orsbach,50.798,6.024,13/04/2020,20/04/2020,<1.78,,
m196_S,Germany,Aachen-Orsbach,50.798,7.024,13/04/2020,20/04/2020,<1.78,,
m196_J,Germany,Aachen-Orsbach,50.798,5.024,13/04/2020,20/04/2020,<1.78,,
m196_V,Germany,Aachen-Orsbach,51.798,6.024,13/04/2020,20/04/2020,<1.78,,
m196_Z,Germany,Aachen-Orsbach,49.798,6.024,13/04/2020,20/04/2020,<1.78,,
m197_C,Germany,Aachen-Orsbach,50.798,6.024,20/04/2020,27/04/2020,<1.34,,
m197_S,Germany,Aachen-Orsbach,50.798,7.024,20/04/2020,27/04/2020,<1.34,,
m197_J,Germany,Aachen-Orsbach,50.798,5.024,20/04/2020,27/04/2020,<1.34,,
m197_V,Germany,Aachen-Orsbach,51.798,6.024,20/04/2020,27/04/2020,<1.34,,
m197_Z,Germany,Aachen-Orsbach,49.798,6.024,20/04/2020,27/04/2020,<1.34,,
m198_C,Germany,Aachen-Orsbach,50.798,6.024,27/04/2020,04/05/2020,<1.83,,
m198_S,Germany,Aachen-Orsbach,50.798,7.024,27/04/2020,04/05/2020,<1.83,,
m198_J,Germany,Aachen-Orsbach,50.798,5.024,27/04/2020,04/05/2020,<1.83,,
m198_V,Germany,Aachen-Orsbach,51.798,6.024,27/04/2020,04/05/2020,<1.83,,
m198_Z,Germany,Aachen-Orsbach,49.798,6.024,27/04/2020,04/05/2020,<1.83,,
m199_C,Germany,Angermünde,53.032,13.991,14/04/2020,20/04/2020,<2.58,,
m199_S,Germany,Angermünde,53.032,14.991,14/04/2020,20/04/2020,<2.58,,
m199_J,Germany,Angermünde,53.032,12.991,14/04/2020,20/04/2020,<2.58,,
m199_V,Germany,Angermünde,54.032,13.991,14/04/2020,20/04/2020,<2.58,,
m199_Z,Germany,Angermünde,52.032,13.991,14/04/2020,20/04/2020,<2.58,,
m200_C,Germany,Angermünde,53.032,13.991,27/04/2020,04/05/2020,<2.19,,
m200_S,Germany,Angermünde,53.032,14.991,27/04/2020,04/05/2020,<2.19,,
m200_J,Germany,Angermünde,53.032,12.991,27/04/2020,04/05/2020,<2.19,,
m200_V,Germany,Angermünde,54.032,13.991,27/04/2020,04/05/2020,<2.19,,
m200_Z,Germany,Angermünde,52.032,13.991,27/04/2020,04/05/2020,<2.19,,
m201_C,Germany,Arkona,54.679,13.434,06/04/2020,14/04/2020,<2.04,,
m201_S,Germany,Arkona,54.679,14.434,06/04/2020,14/04/2020,<2.04,,
m201_J,Germany,Arkona,54.679,12.434,06/04/2020,14/04/2020,<2.04,,
m201_V,Germany,Arkona,55.679,13.434,06/04/2020,14/04/2020,<2.04,,
m201_Z,Germany,Arkona,53.679,13.434,06/04/2020,14/04/2020,<2.04,,
m202_C,Germany,Arkona,54.679,13.434,14/04/2020,20/04/2020,<2,,
m202_S,Germany,Arkona,54.679,14.434,14/04/2020,20/04/2020,<2,,
m202_J,Germany,Arkona,54.679,12.434,14/04/2020,20/04/2020,<2,,
m202_V,Germany,Arkona,55.679,13.434,14/04/2020,20/04/2020,<2,,
m202_Z,Germany,Arkona,53.679,13.434,14/04/2020,20/04/2020,<2,,
m203_C,Germany,Arkona,54.679,13.434,20/04/2020,27/04/2020,<1.73,,
m203_S,Germany,Arkona,54.679,14.434,20/04/2020,27/04/2020,<1.73,,
m203_J,Germany,Arkona,54.679,12.434,20/04/2020,27/04/2020,<1.73,,
m203_V,Germany,Arkona,55.679,13.434,20/04/2020,27/04/2020,<1.73,,
m203_Z,Germany,Arkona,53.679,13.434,20/04/2020,27/04/2020,<1.73,,
m204_C,Germany,Artern,51.374,11.292,06/04/2020,13/04/2020,<1.54,,
m204_S,Germany,Artern,51.374,12.292,06/04/2020,13/04/2020,<1.54,,
m204_J,Germany,Artern,51.374,10.292,06/04/2020,13/04/2020,<1.54,,
m204_V,Germany,Artern,52.374,11.292,06/04/2020,13/04/2020,<1.54,,
m204_Z,Germany,Artern,50.374,11.292,06/04/2020,13/04/2020,<1.54,,
m205_C,Germany,Artern,51.374,11.292,13/04/2020,20/04/2020,<2.81,,
m205_S,Germany,Artern,51.374,12.292,13/04/2020,20/04/2020,<2.81,,
m205_J,Germany,Artern,51.374,10.292,13/04/2020,20/04/2020,<2.81,,
m205_V,Germany,Artern,52.374,11.292,13/04/2020,20/04/2020,<2.81,,
m205_Z,Germany,Artern,50.374,11.292,13/04/2020,20/04/2020,<2.81,,
m206_C,Germany,Artern,51.374,11.292,20/04/2020,27/04/2020,<1.74,,
m206_S,Germany,Artern,51.374,12.292,20/04/2020,27/04/2020,<1.74,,
m206_J,Germany,Artern,51.374,10.292,20/04/2020,27/04/2020,<1.74,,
m206_V,Germany,Artern,52.374,11.292,20/04/2020,27/04/2020,<1.74,,
m206_Z,Germany,Artern,50.374,11.292,20/04/2020,27/04/2020,<1.74,,
m207_C,Germany,Artern,51.374,11.292,27/04/2020,04/05/2020,<3.13,,
m207_S,Germany,Artern,51.374,12.292,27/04/2020,04/05/2020,<3.13,,
m207_J,Germany,Artern,51.374,10.292,27/04/2020,04/05/2020,<3.13,,
m207_V,Germany,Artern,52.374,11.292,27/04/2020,04/05/2020,<3.13,,
m207_Z,Germany,Artern,50.374,11.292,27/04/2020,04/05/2020,<3.13,,
m212_C,Germany,Braunschweig,52.3,10.466,30/03/2020,06/04/2020,0.2153,0.01378,6.4
m212_S,Germany,Braunschweig,52.3,11.466,30/03/2020,06/04/2020,0.2153,0.01378,6.4
m212_J,Germany,Braunschweig,52.3,9.466,30/03/2020,06/04/2020,0.2153,0.01378,6.4
m212_V,Germany,Braunschweig,53.3,10.466,30/03/2020,06/04/2020,0.2153,0.01378,6.4
m212_Z,Germany,Braunschweig,51.3,10.466,30/03/2020,06/04/2020,0.2153,0.01378,6.4
m213_C,Germany,Braunschweig,52.3,10.466,06/04/2020,14/04/2020,0.5238,0.02048,3.9
m213_S,Germany,Braunschweig,52.3,11.466,06/04/2020,14/04/2020,0.5238,0.02048,3.9
m213_J,Germany,Braunschweig,52.3,9.466,06/04/2020,14/04/2020,0.5238,0.02048,3.9
m213_V,Germany,Braunschweig,53.3,10.466,06/04/2020,14/04/2020,0.5238,0.02048,3.9
m213_Z,Germany,Braunschweig,51.3,10.466,06/04/2020,14/04/2020,0.5238,0.02048,3.9
m214_C,Germany,Braunschweig,52.3,10.466,14/04/2020,20/04/2020,0.61,0.02561,4.2
m214_S,Germany,Braunschweig,52.3,11.466,14/04/2020,20/04/2020,0.61,0.02561,4.2
m214_J,Germany,Braunschweig,52.3,9.466,14/04/2020,20/04/2020,0.61,0.02561,4.2
m214_V,Germany,Braunschweig,53.3,10.466,14/04/2020,20/04/2020,0.61,0.02561,4.2
m214_Z,Germany,Braunschweig,51.3,10.466,14/04/2020,20/04/2020,0.61,0.02561,4.2
m215_C,Germany,Braunschweig,52.3,10.466,20/04/2020,27/04/2020,1.012,0.03947,3.9
m215_S,Germany,Braunschweig,52.3,11.466,20/04/2020,27/04/2020,1.012,0.03947,3.9
m215_J,Germany,Braunschweig,52.3,9.466,20/04/2020,27/04/2020,1.012,0.03947,3.9
m215_V,Germany,Braunschweig,53.3,10.466,20/04/2020,27/04/2020,1.012,0.03947,3.9
m215_Z,Germany,Braunschweig,51.3,10.466,20/04/2020,27/04/2020,1.012,0.03947,3.9
m216_C,Germany,Braunschweig,52.3,10.466,27/04/2020,04/05/2020,0.2571,0.01183,4.6
m216_S,Germany,Braunschweig,52.3,11.466,27/04/2020,04/05/2020,0.2571,0.01183,4.6
m216_J,Germany,Braunschweig,52.3,9.466,27/04/2020,04/05/2020,0.2571,0.01183,4.6
m216_V,Germany,Braunschweig,53.3,10.466,27/04/2020,04/05/2020,0.2571,0.01183,4.6
m216_Z,Germany,Braunschweig,51.3,10.466,27/04/2020,04/05/2020,0.2571,0.01183,4.6
m217_C,Germany,Braunschweig,52.3,10.466,04/05/2020,11/05/2020,0.3541,0.01346,3.8
m217_S,Germany,Braunschweig,52.3,11.466,04/05/2020,11/05/2020,0.3541,0.01346,3.8
m217_J,Germany,Braunschweig,52.3,9.466,04/05/2020,11/05/2020,0.3541,0.01346,3.8
m217_V,Germany,Braunschweig,53.3,10.466,04/05/2020,11/05/2020,0.3541,0.01346,3.8
m217_Z,Germany,Braunschweig,51.3,10.466,04/05/2020,11/05/2020,0.3541,0.01346,3.8
m218_C,Germany,Braunschweig,52.3,10.466,11/05/2020,18/05/2020,0.2053,0.01026,5
m218_S,Germany,Braunschweig,52.3,11.466,11/05/2020,18/05/2020,0.2053,0.01026,5
m218_J,Germany,Braunschweig,52.3,9.466,11/05/2020,18/05/2020,0.2053,0.01026,5
m218_V,Germany,Braunschweig,53.3,10.466,11/05/2020,18/05/2020,0.2053,0.01026,5
m218_Z,Germany,Braunschweig,51.3,10.466,11/05/2020,18/05/2020,0.2053,0.01026,5
m219_C,Germany,Bremen,53.045,8.798,06/04/2020,13/04/2020,<2.22,,
m219_S,Germany,Bremen,53.045,9.798,06/04/2020,13/04/2020,<2.22,,
m219_J,Germany,Bremen,53.045,7.798,06/04/2020,13/04/2020,<2.22,,
m219_V,Germany,Bremen,54.045,8.798,06/04/2020,13/04/2020,<2.22,,
m219_Z,Germany,Bremen,52.045,8.798,06/04/2020,13/04/2020,<2.22,,
m220_C,Germany,Bremen,53.045,8.798,13/04/2020,20/04/2020,<2.29,,
m220_S,Germany,Bremen,53.045,9.798,13/04/2020,20/04/2020,<2.29,,
m220_J,Germany,Bremen,53.045,7.798,13/04/2020,20/04/2020,<2.29,,
m220_V,Germany,Bremen,54.045,8.798,13/04/2020,20/04/2020,<2.29,,
m220_Z,Germany,Bremen,52.045,8.798,13/04/2020,20/04/2020,<2.29,,
m221_C,Germany,Bremen,53.045,8.798,20/04/2020,27/04/2020,<2.32,,
m221_S,Germany,Bremen,53.045,9.798,20/04/2020,27/04/2020,<2.32,,
m221_J,Germany,Bremen,53.045,7.798,20/04/2020,27/04/2020,<2.32,,
m221_V,Germany,Bremen,54.045,8.798,20/04/2020,27/04/2020,<2.32,,
m221_Z,Germany,Bremen,52.045,8.798,20/04/2020,27/04/2020,<2.32,,
m222_C,Germany,Bremen,53.045,8.798,27/04/2020,04/05/2020,<2.18,,
m222_S,Germany,Bremen,53.045,9.798,27/04/2020,04/05/2020,<2.18,,
m222_J,Germany,Bremen,53.045,7.798,27/04/2020,04/05/2020,<2.18,,
m222_V,Germany,Bremen,54.045,8.798,27/04/2020,04/05/2020,<2.18,,
m222_Z,Germany,Bremen,52.045,8.798,27/04/2020,04/05/2020,<2.18,,
m223_C,Germany,Brocken,51.799,10.618,06/04/2020,13/04/2020,<2.38,,
m223_S,Germany,Brocken,51.799,11.618,06/04/2020,13/04/2020,<2.38,,
m223_J,Germany,Brocken,51.799,9.618,06/04/2020,13/04/2020,<2.38,,
m223_V,Germany,Brocken,52.799,10.618,06/04/2020,13/04/2020,<2.38,,
m223_Z,Germany,Brocken,50.799,10.618,06/04/2020,13/04/2020,<2.38,,
m224_C,Germany,Brocken,51.799,10.618,13/04/2020,20/04/2020,<2.36,,
m224_S,Germany,Brocken,51.799,11.618,13/04/2020,20/04/2020,<2.36,,
m224_J,Germany,Brocken,51.799,9.618,13/04/2020,20/04/2020,<2.36,,
m224_V,Germany,Brocken,52.799,10.618,13/04/2020,20/04/2020,<2.36,,
m224_Z,Germany,Brocken,50.799,10.618,13/04/2020,20/04/2020,<2.36,,
m225_C,Germany,Brocken,51.799,10.618,20/04/2020,27/04/2020,<2.4,,
m225_S,Germany,Brocken,51.799,11.618,20/04/2020,27/04/2020,<2.4,,
m225_J,Germany,Brocken,51.799,9.618,20/04/2020,27/04/2020,<2.4,,
m225_V,Germany,Brocken,52.799,10.618,20/04/2020,27/04/2020,<2.4,,
m225_Z,Germany,Brocken,50.799,10.618,20/04/2020,27/04/2020,<2.4,,
m226_C,Germany,Brocken,51.799,10.618,27/04/2020,04/05/2020,<2.32,,
m226_S,Germany,Brocken,51.799,11.618,27/04/2020,04/05/2020,<2.32,,
m226_J,Germany,Brocken,51.799,9.618,27/04/2020,04/05/2020,<2.32,,
m226_V,Germany,Brocken,52.799,10.618,27/04/2020,04/05/2020,<2.32,,
m226_Z,Germany,Brocken,50.799,10.618,27/04/2020,04/05/2020,<2.32,,
m227_C,Germany,Cottbus,51.776,14.317,06/04/2020,13/04/2020,<2.43,,
m227_S,Germany,Cottbus,51.776,15.317,06/04/2020,13/04/2020,<2.43,,
m227_J,Germany,Cottbus,51.776,13.317,06/04/2020,13/04/2020,<2.43,,
m227_V,Germany,Cottbus,52.776,14.317,06/04/2020,13/04/2020,<2.43,,
m227_Z,Germany,Cottbus,50.776,14.317,06/04/2020,13/04/2020,<2.43,,
m228_C,Germany,Cottbus,51.776,14.317,13/04/2020,20/04/2020,<2.48,,
m228_S,Germany,Cottbus,51.776,15.317,13/04/2020,20/04/2020,<2.48,,
m228_J,Germany,Cottbus,51.776,13.317,13/04/2020,20/04/2020,<2.48,,
m228_V,Germany,Cottbus,52.776,14.317,13/04/2020,20/04/2020,<2.48,,
m228_Z,Germany,Cottbus,50.776,14.317,13/04/2020,20/04/2020,<2.48,,
m229_C,Germany,Cottbus,51.776,14.317,20/04/2020,27/04/2020,<3,,
m229_S,Germany,Cottbus,51.776,15.317,20/04/2020,27/04/2020,<3,,
m229_J,Germany,Cottbus,51.776,13.317,20/04/2020,27/04/2020,<3,,
m229_V,Germany,Cottbus,52.776,14.317,20/04/2020,27/04/2020,<3,,
m229_Z,Germany,Cottbus,50.776,14.317,20/04/2020,27/04/2020,<3,,
m230_C,Germany,Cottbus,51.776,14.317,27/04/2020,04/05/2020,<2.37,,
m230_S,Germany,Cottbus,51.776,15.317,27/04/2020,04/05/2020,<2.37,,
m230_J,Germany,Cottbus,51.776,13.317,27/04/2020,04/05/2020,<2.37,,
m230_V,Germany,Cottbus,52.776,14.317,27/04/2020,04/05/2020,<2.37,,
m230_Z,Germany,Cottbus,50.776,14.317,27/04/2020,04/05/2020,<2.37,,
m231_C,Germany,Essen-Bredeney,51.404,6.968,06/04/2020,14/04/2020,<3.13,,
m231_S,Germany,Essen-Bredeney,51.404,7.968,06/04/2020,14/04/2020,<3.13,,
m231_J,Germany,Essen-Bredeney,51.404,5.968,06/04/2020,14/04/2020,<3.13,,
m231_V,Germany,Essen-Bredeney,52.404,6.968,06/04/2020,14/04/2020,<3.13,,
m231_Z,Germany,Essen-Bredeney,50.404,6.968,06/04/2020,14/04/2020,<3.13,,
m232_C,Germany,Essen-Bredeney,51.404,6.968,14/04/2020,20/04/2020,<5.47,,
m232_S,Germany,Essen-Bredeney,51.404,7.968,14/04/2020,20/04/2020,<5.47,,
m232_J,Germany,Essen-Bredeney,51.404,5.968,14/04/2020,20/04/2020,<5.47,,
m232_V,Germany,Essen-Bredeney,52.404,6.968,14/04/2020,20/04/2020,<5.47,,
m232_Z,Germany,Essen-Bredeney,50.404,6.968,14/04/2020,20/04/2020,<5.47,,
m233_C,Germany,Essen-Bredeney,51.404,6.968,20/04/2020,27/04/2020,<4.75,,
m233_S,Germany,Essen-Bredeney,51.404,7.968,20/04/2020,27/04/2020,<4.75,,
m233_J,Germany,Essen-Bredeney,51.404,5.968,20/04/2020,27/04/2020,<4.75,,
m233_V,Germany,Essen-Bredeney,52.404,6.968,20/04/2020,27/04/2020,<4.75,,
m233_Z,Germany,Essen-Bredeney,50.404,6.968,20/04/2020,27/04/2020,<4.75,,
m234_C,Germany,Essen-Bredeney,51.404,6.968,27/04/2020,04/05/2020,<3.18,,
m234_S,Germany,Essen-Bredeney,51.404,7.968,27/04/2020,04/05/2020,<3.18,,
m234_J,Germany,Essen-Bredeney,51.404,5.968,27/04/2020,04/05/2020,<3.18,,
m234_V,Germany,Essen-Bredeney,52.404,6.968,27/04/2020,04/05/2020,<3.18,,
m234_Z,Germany,Essen-Bredeney,50.404,6.968,27/04/2020,04/05/2020,<3.18,,
m235_C,Germany,Fehmarn,54.528,11.14,06/04/2020,13/04/2020,<2,,
m235_S,Germany,Fehmarn,54.528,12.14,06/04/2020,13/04/2020,<2,,
m235_J,Germany,Fehmarn,54.528,10.14,06/04/2020,13/04/2020,<2,,
m235_V,Germany,Fehmarn,55.528,11.14,06/04/2020,13/04/2020,<2,,
m235_Z,Germany,Fehmarn,53.528,11.14,06/04/2020,13/04/2020,<2,,
m236_C,Germany,Fehmarn,54.528,11.14,13/04/2020,20/04/2020,<2.06,,
m236_S,Germany,Fehmarn,54.528,12.14,13/04/2020,20/04/2020,<2.06,,
m236_J,Germany,Fehmarn,54.528,10.14,13/04/2020,20/04/2020,<2.06,,
m236_V,Germany,Fehmarn,55.528,11.14,13/04/2020,20/04/2020,<2.06,,
m236_Z,Germany,Fehmarn,53.528,11.14,13/04/2020,20/04/2020,<2.06,,
m237_C,Germany,Fehmarn,54.528,11.14,20/04/2020,27/04/2020,<2.91,,
m237_S,Germany,Fehmarn,54.528,12.14,20/04/2020,27/04/2020,<2.91,,
m237_J,Germany,Fehmarn,54.528,10.14,20/04/2020,27/04/2020,<2.91,,
m237_V,Germany,Fehmarn,55.528,11.14,20/04/2020,27/04/2020,<2.91,,
m237_Z,Germany,Fehmarn,53.528,11.14,20/04/2020,27/04/2020,<2.91,,
m238_C,Germany,Fürstenzell,48.545,13.353,13/04/2020,20/04/2020,<2.61,,
m238_S,Germany,Fürstenzell,48.545,14.353,13/04/2020,20/04/2020,<2.61,,
m238_J,Germany,Fürstenzell,48.545,12.353,13/04/2020,20/04/2020,<2.61,,
m238_V,Germany,Fürstenzell,49.545,13.353,13/04/2020,20/04/2020,<2.61,,
m238_Z,Germany,Fürstenzell,47.545,13.353,13/04/2020,20/04/2020,<2.61,,
m239_C,Germany,Fürstenzell,48.545,13.353,20/04/2020,27/04/2020,<1.97,,
m239_S,Germany,Fürstenzell,48.545,14.353,20/04/2020,27/04/2020,<1.97,,
m239_J,Germany,Fürstenzell,48.545,12.353,20/04/2020,27/04/2020,<1.97,,
m239_V,Germany,Fürstenzell,49.545,13.353,20/04/2020,27/04/2020,<1.97,,
m239_Z,Germany,Fürstenzell,47.545,13.353,20/04/2020,27/04/2020,<1.97,,
m240_C,Germany,Fürstenzell,48.545,13.353,27/04/2020,04/05/2020,<1.57,,
m240_S,Germany,Fürstenzell,48.545,14.353,27/04/2020,04/05/2020,<1.57,,
m240_J,Germany,Fürstenzell,48.545,12.353,27/04/2020,04/05/2020,<1.57,,
m240_V,Germany,Fürstenzell,49.545,13.353,27/04/2020,04/05/2020,<1.57,,
m240_Z,Germany,Fürstenzell,47.545,13.353,27/04/2020,04/05/2020,<1.57,,
m241_C,Germany,Garmisch-Partenkirchen,47.483,11.062,06/04/2020,14/04/2020,<1.43,,
m241_S,Germany,Garmisch-Partenkirchen,47.483,12.062,06/04/2020,14/04/2020,<1.43,,
m241_J,Germany,Garmisch-Partenkirchen,47.483,10.062,06/04/2020,14/04/2020,<1.43,,
m241_V,Germany,Garmisch-Partenkirchen,48.483,11.062,06/04/2020,14/04/2020,<1.43,,
m241_Z,Germany,Garmisch-Partenkirchen,46.483,11.062,06/04/2020,14/04/2020,<1.43,,
m242_C,Germany,Garmisch-Partenkirchen,47.483,11.062,14/04/2020,20/04/2020,<2.53,,
m242_S,Germany,Garmisch-Partenkirchen,47.483,12.062,14/04/2020,20/04/2020,<2.53,,
m242_J,Germany,Garmisch-Partenkirchen,47.483,10.062,14/04/2020,20/04/2020,<2.53,,
m242_V,Germany,Garmisch-Partenkirchen,48.483,11.062,14/04/2020,20/04/2020,<2.53,,
m242_Z,Germany,Garmisch-Partenkirchen,46.483,11.062,14/04/2020,20/04/2020,<2.53,,
m243_C,Germany,Garmisch-Partenkirchen,47.483,11.062,20/04/2020,27/04/2020,2.08,0.289,13.9
m243_S,Germany,Garmisch-Partenkirchen,47.483,12.062,20/04/2020,27/04/2020,2.08,0.289,13.9
m243_J,Germany,Garmisch-Partenkirchen,47.483,10.062,20/04/2020,27/04/2020,2.08,0.289,13.9
m243_V,Germany,Garmisch-Partenkirchen,48.483,11.062,20/04/2020,27/04/2020,2.08,0.289,13.9
m243_Z,Germany,Garmisch-Partenkirchen,46.483,11.062,20/04/2020,27/04/2020,2.08,0.289,13.9
m244_C,Germany,Garmisch-Partenkirchen,47.483,11.062,27/04/2020,04/05/2020,0.94,,
m244_S,Germany,Garmisch-Partenkirchen,47.483,12.062,27/04/2020,04/05/2020,0.94,,
m244_J,Germany,Garmisch-Partenkirchen,47.483,10.062,27/04/2020,04/05/2020,0.94,,
m244_V,Germany,Garmisch-Partenkirchen,48.483,11.062,27/04/2020,04/05/2020,0.94,,
m244_Z,Germany,Garmisch-Partenkirchen,46.483,11.062,27/04/2020,04/05/2020,0.94,,
m245_C,Germany,Gera-Leumnitz,50.881,12.129,06/04/2020,14/04/2020,<2.65,,
m245_S,Germany,Gera-Leumnitz,50.881,13.129,06/04/2020,14/04/2020,<2.65,,
m245_J,Germany,Gera-Leumnitz,50.881,11.129,06/04/2020,14/04/2020,<2.65,,
m245_V,Germany,Gera-Leumnitz,51.881,12.129,06/04/2020,14/04/2020,<2.65,,
m245_Z,Germany,Gera-Leumnitz,49.881,12.129,06/04/2020,14/04/2020,<2.65,,
m246_C,Germany,Gera-Leumnitz,50.881,12.129,14/04/2020,20/04/2020,<2.7,,
