Measurement,Country,Location,Latitude,Longitude,Start,End,conc,unc,uncrel
m1_C,Armenia,Aknalich,40.14,44.16,01/04/2020,30/06/2020,3.4,,
m1_S,Armenia,Aknalich,40.14,45.16,01/04/2020,30/06/2020,3.4,,
m1_J,Armenia,Aknalich,40.14,43.16,01/04/2020,30/06/2020,3.4,,
m1_V,Armenia,Aknalich,41.14,44.16,01/04/2020,30/06/2020,3.4,,
m1_Z,Armenia,Aknalich,39.14,44.16,01/04/2020,30/06/2020,3.4,,
m2_C,Austria,Alt Prerau,48.796,16.475,30/03/2020,06/04/2020,<1.2,,
m2_S,Austria,Alt Prerau,48.796,17.475,30/03/2020,06/04/2020,<1.2,,
m2_J,Austria,Alt Prerau,48.796,15.475,30/03/2020,06/04/2020,<1.2,,
m2_V,Austria,Alt Prerau,49.796,16.475,30/03/2020,06/04/2020,<1.2,,
m2_Z,Austria,Alt Prerau,47.796,16.475,30/03/2020,06/04/2020,<1.2,,
m3_C,Austria,Alt Prerau,48.796,16.475,06/04/2020,14/04/2020,2.22,,
m3_S,Austria,Alt Prerau,48.796,17.475,06/04/2020,14/04/2020,2.22,,
m3_J,Austria,Alt Prerau,48.796,15.475,06/04/2020,14/04/2020,2.22,,
m3_V,Austria,Alt Prerau,49.796,16.475,06/04/2020,14/04/2020,2.22,,
m3_Z,Austria,Alt Prerau,47.796,16.475,06/04/2020,14/04/2020,2.22,,
m4_C,Austria,Bregenz,47.505,9.726,30/03/2020,02/04/2020,<4.4,,
m4_S,Austria,Bregenz,47.505,10.726,30/03/2020,02/04/2020,<4.4,,
m4_J,Austria,Bregenz,47.505,8.726,30/03/2020,02/04/2020,<4.4,,
m4_V,Austria,Bregenz,48.505,9.726,30/03/2020,02/04/2020,<4.4,,
m4_Z,Austria,Bregenz,46.505,9.726,30/03/2020,02/04/2020,<4.4,,
m5_C,Austria,Graz,47.075,15.451,30/03/2020,06/04/2020,<1.8,,
m5_S,Austria,Graz,47.075,16.451,30/03/2020,06/04/2020,<1.8,,
m5_J,Austria,Graz,47.075,14.451,30/03/2020,06/04/2020,<1.8,,
m5_V,Austria,Graz,48.075,15.451,30/03/2020,06/04/2020,<1.8,,
m5_Z,Austria,Graz,46.075,15.451,30/03/2020,06/04/2020,<1.8,,
m6_C,Austria,Graz,47.075,15.451,06/04/2020,14/04/2020,1.67,,
m6_S,Austria,Graz,47.075,16.451,06/04/2020,14/04/2020,1.67,,
m6_J,Austria,Graz,47.075,14.451,06/04/2020,14/04/2020,1.67,,
m6_V,Austria,Graz,48.075,15.451,06/04/2020,14/04/2020,1.67,,
m6_Z,Austria,Graz,46.075,15.451,06/04/2020,14/04/2020,1.67,,
m7_C,Austria,Innsbruck - LI,47.26,11.357,30/03/2020,06/04/2020,<1.9,,
m7_S,Austria,Innsbruck - LI,47.26,12.357,30/03/2020,06/04/2020,<1.9,,
m7_J,Austria,Innsbruck - LI,47.26,10.357,30/03/2020,06/04/2020,<1.9,,
m7_V,Austria,Innsbruck - LI,48.26,11.357,30/03/2020,06/04/2020,<1.9,,
m7_Z,Austria,Innsbruck - LI,46.26,11.357,30/03/2020,06/04/2020,<1.9,,
m8_C,Austria,Innsbruck - LI,47.26,11.357,06/04/2020,13/04/2020,1.18,,
m8_S,Austria,Innsbruck - LI,47.26,12.357,06/04/2020,13/04/2020,1.18,,
m8_J,Austria,Innsbruck - LI,47.26,10.357,06/04/2020,13/04/2020,1.18,,
m8_V,Austria,Innsbruck - LI,48.26,11.357,06/04/2020,13/04/2020,1.18,,
m8_Z,Austria,Innsbruck - LI,46.26,11.357,06/04/2020,13/04/2020,1.18,,
m9_C,Austria,Innsbruck - LIg,47.265,11.342,30/03/2020,06/04/2020,0.894,,
m9_S,Austria,Innsbruck - LIg,47.265,12.342,30/03/2020,06/04/2020,0.894,,
m9_J,Austria,Innsbruck - LIg,47.265,10.342,30/03/2020,06/04/2020,0.894,,
m9_V,Austria,Innsbruck - LIg,48.265,11.342,30/03/2020,06/04/2020,0.894,,
m9_Z,Austria,Innsbruck - LIg,46.265,11.342,30/03/2020,06/04/2020,0.894,,
m10_C,Austria,Innsbruck - LIg,47.265,11.342,06/04/2020,14/04/2020,1.17,,
m10_S,Austria,Innsbruck - LIg,47.265,12.342,06/04/2020,14/04/2020,1.17,,
m10_J,Austria,Innsbruck - LIg,47.265,10.342,06/04/2020,14/04/2020,1.17,,
m10_V,Austria,Innsbruck - LIg,48.265,11.342,06/04/2020,14/04/2020,1.17,,
m10_Z,Austria,Innsbruck - LIg,46.265,11.342,06/04/2020,14/04/2020,1.17,,
m11_C,Austria,Klagenfurt,46.648,14.318,31/03/2020,06/04/2020,<1.6,,
m11_S,Austria,Klagenfurt,46.648,15.318,31/03/2020,06/04/2020,<1.6,,
m11_J,Austria,Klagenfurt,46.648,13.318,31/03/2020,06/04/2020,<1.6,,
m11_V,Austria,Klagenfurt,47.648,14.318,31/03/2020,06/04/2020,<1.6,,
m11_Z,Austria,Klagenfurt,45.648,14.318,31/03/2020,06/04/2020,<1.6,,
m12_C,Austria,Klagenfurt,46.648,14.318,06/04/2020,13/04/2020,3.43,,
m12_S,Austria,Klagenfurt,46.648,15.318,06/04/2020,13/04/2020,3.43,,
m12_J,Austria,Klagenfurt,46.648,13.318,06/04/2020,13/04/2020,3.43,,
m12_V,Austria,Klagenfurt,47.648,14.318,06/04/2020,13/04/2020,3.43,,
m12_Z,Austria,Klagenfurt,45.648,14.318,06/04/2020,13/04/2020,3.43,,
m13_C,Austria,Linz,48.268,14.28,30/03/2020,06/04/2020,0.91,,
m13_S,Austria,Linz,48.268,15.28,30/03/2020,06/04/2020,0.91,,
m13_J,Austria,Linz,48.268,13.28,30/03/2020,06/04/2020,0.91,,
m13_V,Austria,Linz,49.268,14.28,30/03/2020,06/04/2020,0.91,,
m13_Z,Austria,Linz,47.268,14.28,30/03/2020,06/04/2020,0.91,,
m14_C,Austria,Linz,48.268,14.28,06/04/2020,14/04/2020,2.31,,
m14_S,Austria,Linz,48.268,15.28,06/04/2020,14/04/2020,2.31,,
m14_J,Austria,Linz,48.268,13.28,06/04/2020,14/04/2020,2.31,,
m14_V,Austria,Linz,49.268,14.28,06/04/2020,14/04/2020,2.31,,
m14_Z,Austria,Linz,47.268,14.28,06/04/2020,14/04/2020,2.31,,
m15_C,Austria,Retz,48.755,15.951,30/03/2020,06/04/2020,2.65,,
m15_S,Austria,Retz,48.755,16.951,30/03/2020,06/04/2020,2.65,,
m15_J,Austria,Retz,48.755,14.951,30/03/2020,06/04/2020,2.65,,
m15_V,Austria,Retz,49.755,15.951,30/03/2020,06/04/2020,2.65,,
m15_Z,Austria,Retz,47.755,15.951,30/03/2020,06/04/2020,2.65,,
m16_C,Austria,Retz,48.755,15.951,06/04/2020,13/04/2020,2.19,,
m16_S,Austria,Retz,48.755,16.951,06/04/2020,13/04/2020,2.19,,
m16_J,Austria,Retz,48.755,14.951,06/04/2020,13/04/2020,2.19,,
m16_V,Austria,Retz,49.755,15.951,06/04/2020,13/04/2020,2.19,,
m16_Z,Austria,Retz,47.755,15.951,06/04/2020,13/04/2020,2.19,,
m17_C,Austria,Salzburg,47.791,13.053,30/03/2020,06/04/2020,2.65,0.318,12
m17_S,Austria,Salzburg,47.791,14.053,30/03/2020,06/04/2020,2.65,0.318,12
m17_J,Austria,Salzburg,47.791,12.053,30/03/2020,06/04/2020,2.65,0.318,12
m17_V,Austria,Salzburg,48.791,13.053,30/03/2020,06/04/2020,2.65,0.318,12
m17_Z,Austria,Salzburg,46.791,13.053,30/03/2020,06/04/2020,2.65,0.318,12
m18_C,Austria,Salzburg,47.791,13.053,06/04/2020,13/04/2020,2.19,0.3723,17
m18_S,Austria,Salzburg,47.791,14.053,06/04/2020,13/04/2020,2.19,0.3723,17
m18_J,Austria,Salzburg,47.791,12.053,06/04/2020,13/04/2020,2.19,0.3723,17
m18_V,Austria,Salzburg,48.791,13.053,06/04/2020,13/04/2020,2.19,0.3723,17
m18_Z,Austria,Salzburg,46.791,13.053,06/04/2020,13/04/2020,2.19,0.3723,17
m19_C,Austria,Strass,46.726,15.625,30/03/2020,09/04/2020,2.92,0.3212,11
m19_S,Austria,Strass,46.726,16.625,30/03/2020,09/04/2020,2.92,0.3212,11
m19_J,Austria,Strass,46.726,14.625,30/03/2020,09/04/2020,2.92,0.3212,11
m19_V,Austria,Strass,47.726,15.625,30/03/2020,09/04/2020,2.92,0.3212,11
m19_Z,Austria,Strass,45.726,15.625,30/03/2020,09/04/2020,2.92,0.3212,11
m20_C,Austria,Vienna - LW,48.256,16.483,30/03/2020,06/04/2020,<3.8,,
m20_S,Austria,Vienna - LW,48.256,17.483,30/03/2020,06/04/2020,<3.8,,
m20_J,Austria,Vienna - LW,48.256,15.483,30/03/2020,06/04/2020,<3.8,,
m20_V,Austria,Vienna - LW,49.256,16.483,30/03/2020,06/04/2020,<3.8,,
m20_Z,Austria,Vienna - LW,47.256,16.483,30/03/2020,06/04/2020,<3.8,,
m21_C,Austria,Vienna - LW,48.256,16.483,06/04/2020,13/04/2020,2.51,0.4016,16
m21_S,Austria,Vienna - LW,48.256,17.483,06/04/2020,13/04/2020,2.51,0.4016,16
m21_J,Austria,Vienna - LW,48.256,15.483,06/04/2020,13/04/2020,2.51,0.4016,16
m21_V,Austria,Vienna - LW,49.256,16.483,06/04/2020,13/04/2020,2.51,0.4016,16
m21_Z,Austria,Vienna - LW,47.256,16.483,06/04/2020,13/04/2020,2.51,0.4016,16
m22_C,Austria,Vienna,48.15,16.22,07/04/2020,08/04/2020,3.75,1.94,52
m22_S,Austria,Vienna,48.15,17.22,07/04/2020,08/04/2020,3.75,1.94,52
m22_J,Austria,Vienna,48.15,15.22,07/04/2020,08/04/2020,3.75,1.94,52
m22_V,Austria,Vienna,49.15,16.22,07/04/2020,08/04/2020,3.75,1.94,52
m22_Z,Austria,Vienna,47.15,16.22,07/04/2020,08/04/2020,3.75,1.94,52
m23_C,Austria,Vienna - LWG,48.256,16.483,30/03/2020,06/04/2020,0.591,0.08274,14
m23_S,Austria,Vienna - LWG,48.256,17.483,30/03/2020,06/04/2020,0.591,0.08274,14
m23_J,Austria,Vienna - LWG,48.256,15.483,30/03/2020,06/04/2020,0.591,0.08274,14
m23_V,Austria,Vienna - LWG,49.256,16.483,30/03/2020,06/04/2020,0.591,0.08274,14
m23_Z,Austria,Vienna - LWG,47.256,16.483,30/03/2020,06/04/2020,0.591,0.08274,14
m24_C,Austria,Vienna - LWG,48.256,16.483,06/04/2020,13/04/2020,2.53,0.21505,8.5
m24_S,Austria,Vienna - LWG,48.256,17.483,06/04/2020,13/04/2020,2.53,0.21505,8.5
m24_J,Austria,Vienna - LWG,48.256,15.483,06/04/2020,13/04/2020,2.53,0.21505,8.5
m24_V,Austria,Vienna - LWG,49.256,16.483,06/04/2020,13/04/2020,2.53,0.21505,8.5
m24_Z,Austria,Vienna - LWG,47.256,16.483,06/04/2020,13/04/2020,2.53,0.21505,8.5
m25_C,Austria,Vienna - LWG,48.256,16.483,13/04/2020,20/04/2020,0.66,0.0924,14
m25_S,Austria,Vienna - LWG,48.256,17.483,13/04/2020,20/04/2020,0.66,0.0924,14
m25_J,Austria,Vienna - LWG,48.256,15.483,13/04/2020,20/04/2020,0.66,0.0924,14
m25_V,Austria,Vienna - LWG,49.256,16.483,13/04/2020,20/04/2020,0.66,0.0924,14
m25_Z,Austria,Vienna - LWG,47.256,16.483,13/04/2020,20/04/2020,0.66,0.0924,14
m26_C,Austria,Vienna - LWG,48.256,16.483,20/04/2020,27/04/2020,1.24,0.0868,7
m26_S,Austria,Vienna - LWG,48.256,17.483,20/04/2020,27/04/2020,1.24,0.0868,7
m26_J,Austria,Vienna - LWG,48.256,15.483,20/04/2020,27/04/2020,1.24,0.0868,7
m26_V,Austria,Vienna - LWG,49.256,16.483,20/04/2020,27/04/2020,1.24,0.0868,7
m26_Z,Austria,Vienna - LWG,47.256,16.483,20/04/2020,27/04/2020,1.24,0.0868,7
m27_C,Austria,Vienna - LWG,48.256,16.483,27/04/2020,04/05/2020,0.71,0.1349,19
m27_S,Austria,Vienna - LWG,48.256,17.483,27/04/2020,04/05/2020,0.71,0.1349,19
m27_J,Austria,Vienna - LWG,48.256,15.483,27/04/2020,04/05/2020,0.71,0.1349,19
m27_V,Austria,Vienna - LWG,49.256,16.483,27/04/2020,04/05/2020,0.71,0.1349,19
m27_Z,Austria,Vienna - LWG,47.256,16.483,27/04/2020,04/05/2020,0.71,0.1349,19
m28_C,Belarus,Gomel,52.402,30.963,05/04/2020,06/04/2020,7.5,,
m28_S,Belarus,Gomel,52.402,31.963,05/04/2020,06/04/2020,7.5,,
m28_J,Belarus,Gomel,52.402,29.963,05/04/2020,06/04/2020,7.5,,
m28_V,Belarus,Gomel,53.402,30.963,05/04/2020,06/04/2020,7.5,,
m28_Z,Belarus,Gomel,51.402,30.963,05/04/2020,06/04/2020,7.5,,
m29_C,Belarus,Gomel,52.402,30.963,06/04/2020,07/04/2020,14.7,,
m29_S,Belarus,Gomel,52.402,31.963,06/04/2020,07/04/2020,14.7,,
m29_J,Belarus,Gomel,52.402,29.963,06/04/2020,07/04/2020,14.7,,
m29_V,Belarus,Gomel,53.402,30.963,06/04/2020,07/04/2020,14.7,,
m29_Z,Belarus,Gomel,51.402,30.963,06/04/2020,07/04/2020,14.7,,
m30_C,Belarus,Gomel,52.402,30.963,07/04/2020,08/04/2020,66.3,,
m30_S,Belarus,Gomel,52.402,31.963,07/04/2020,08/04/2020,66.3,,
m30_J,Belarus,Gomel,52.402,29.963,07/04/2020,08/04/2020,66.3,,
m30_V,Belarus,Gomel,53.402,30.963,07/04/2020,08/04/2020,66.3,,
m30_Z,Belarus,Gomel,51.402,30.963,07/04/2020,08/04/2020,66.3,,
m31_C,Belarus,Gomel,52.402,30.963,08/04/2020,09/04/2020,11.7,,
m31_S,Belarus,Gomel,52.402,31.963,08/04/2020,09/04/2020,11.7,,
m31_J,Belarus,Gomel,52.402,29.963,08/04/2020,09/04/2020,11.7,,
m31_V,Belarus,Gomel,53.402,30.963,08/04/2020,09/04/2020,11.7,,
m31_Z,Belarus,Gomel,51.402,30.963,08/04/2020,09/04/2020,11.7,,
m32_C,Belarus,Gomel,52.402,30.963,09/04/2020,10/04/2020,11.6,,
m32_S,Belarus,Gomel,52.402,31.963,09/04/2020,10/04/2020,11.6,,
m32_J,Belarus,Gomel,52.402,29.963,09/04/2020,10/04/2020,11.6,,
m32_V,Belarus,Gomel,53.402,30.963,09/04/2020,10/04/2020,11.6,,
m32_Z,Belarus,Gomel,51.402,30.963,09/04/2020,10/04/2020,11.6,,
m33_C,Belarus,Gomel,52.402,30.963,10/04/2020,11/04/2020,19.4,,
m33_S,Belarus,Gomel,52.402,31.963,10/04/2020,11/04/2020,19.4,,
m33_J,Belarus,Gomel,52.402,29.963,10/04/2020,11/04/2020,19.4,,
m33_V,Belarus,Gomel,53.402,30.963,10/04/2020,11/04/2020,19.4,,
m33_Z,Belarus,Gomel,51.402,30.963,10/04/2020,11/04/2020,19.4,,
m34_C,Belarus,Gomel,52.402,30.963,11/04/2020,12/04/2020,9.4,,
m34_S,Belarus,Gomel,52.402,31.963,11/04/2020,12/04/2020,9.4,,
m34_J,Belarus,Gomel,52.402,29.963,11/04/2020,12/04/2020,9.4,,
m34_V,Belarus,Gomel,53.402,30.963,11/04/2020,12/04/2020,9.4,,
m34_Z,Belarus,Gomel,51.402,30.963,11/04/2020,12/04/2020,9.4,,
m35_C,Belarus,Gomel,52.402,30.963,12/04/2020,13/04/2020,582,,
m35_S,Belarus,Gomel,52.402,31.963,12/04/2020,13/04/2020,582,,
m35_J,Belarus,Gomel,52.402,29.963,12/04/2020,13/04/2020,582,,
m35_V,Belarus,Gomel,53.402,30.963,12/04/2020,13/04/2020,582,,
m35_Z,Belarus,Gomel,51.402,30.963,12/04/2020,13/04/2020,582,,
m36_C,Belarus,Gomel,52.402,30.963,13/04/2020,14/04/2020,69.1,,
m36_S,Belarus,Gomel,52.402,31.963,13/04/2020,14/04/2020,69.1,,
m36_J,Belarus,Gomel,52.402,29.963,13/04/2020,14/04/2020,69.1,,
m36_V,Belarus,Gomel,53.402,30.963,13/04/2020,14/04/2020,69.1,,
m36_Z,Belarus,Gomel,51.402,30.963,13/04/2020,14/04/2020,69.1,,
m37_C,Belarus,Gomel,52.402,30.963,14/04/2020,15/04/2020,10.9,,
m37_S,Belarus,Gomel,52.402,31.963,14/04/2020,15/04/2020,10.9,,
m37_J,Belarus,Gomel,52.402,29.963,14/04/2020,15/04/2020,10.9,,
m37_V,Belarus,Gomel,53.402,30.963,14/04/2020,15/04/2020,10.9,,
m37_Z,Belarus,Gomel,51.402,30.963,14/04/2020,15/04/2020,10.9,,
m38_C,Belarus,Gomel,52.402,30.963,15/04/2020,16/04/2020,25.9,,
m38_S,Belarus,Gomel,52.402,31.963,15/04/2020,16/04/2020,25.9,,
m38_J,Belarus,Gomel,52.402,29.963,15/04/2020,16/04/2020,25.9,,
m38_V,Belarus,Gomel,53.402,30.963,15/04/2020,16/04/2020,25.9,,
m38_Z,Belarus,Gomel,51.402,30.963,15/04/2020,16/04/2020,25.9,,
m39_C,Belarus,Mozyr,52.036,29.192,05/04/2020,06/04/2020,31,,
m39_S,Belarus,Mozyr,52.036,30.192,05/04/2020,06/04/2020,31,,
m39_J,Belarus,Mozyr,52.036,28.192,05/04/2020,06/04/2020,31,,
m39_V,Belarus,Mozyr,53.036,29.192,05/04/2020,06/04/2020,31,,
m39_Z,Belarus,Mozyr,51.036,29.192,05/04/2020,06/04/2020,31,,
m40_C,Belarus,Mozyr,52.036,29.192,06/04/2020,07/04/2020,32,,
m40_S,Belarus,Mozyr,52.036,30.192,06/04/2020,07/04/2020,32,,
m40_J,Belarus,Mozyr,52.036,28.192,06/04/2020,07/04/2020,32,,
m40_V,Belarus,Mozyr,53.036,29.192,06/04/2020,07/04/2020,32,,
m40_Z,Belarus,Mozyr,51.036,29.192,06/04/2020,07/04/2020,32,,
m41_C,Belarus,Mozyr,52.036,29.192,07/04/2020,08/04/2020,108,,
m41_S,Belarus,Mozyr,52.036,30.192,07/04/2020,08/04/2020,108,,
m41_J,Belarus,Mozyr,52.036,28.192,07/04/2020,08/04/2020,108,,
m41_V,Belarus,Mozyr,53.036,29.192,07/04/2020,08/04/2020,108,,
m41_Z,Belarus,Mozyr,51.036,29.192,07/04/2020,08/04/2020,108,,
m42_C,Belarus,Mozyr,52.036,29.192,08/04/2020,09/04/2020,36,,
m42_S,Belarus,Mozyr,52.036,30.192,08/04/2020,09/04/2020,36,,
m42_J,Belarus,Mozyr,52.036,28.192,08/04/2020,09/04/2020,36,,
m42_V,Belarus,Mozyr,53.036,29.192,08/04/2020,09/04/2020,36,,
m42_Z,Belarus,Mozyr,51.036,29.192,08/04/2020,09/04/2020,36,,
m43_C,Belarus,Mozyr,52.036,29.192,09/04/2020,10/04/2020,121,,
m43_S,Belarus,Mozyr,52.036,30.192,09/04/2020,10/04/2020,121,,
m43_J,Belarus,Mozyr,52.036,28.192,09/04/2020,10/04/2020,121,,
m43_V,Belarus,Mozyr,53.036,29.192,09/04/2020,10/04/2020,121,,
m43_Z,Belarus,Mozyr,51.036,29.192,09/04/2020,10/04/2020,121,,
m44_C,Belarus,Mozyr,52.036,29.192,10/04/2020,11/04/2020,10.2,,
m44_S,Belarus,Mozyr,52.036,30.192,10/04/2020,11/04/2020,10.2,,
m44_J,Belarus,Mozyr,52.036,28.192,10/04/2020,11/04/2020,10.2,,
m44_V,Belarus,Mozyr,53.036,29.192,10/04/2020,11/04/2020,10.2,,
m44_Z,Belarus,Mozyr,51.036,29.192,10/04/2020,11/04/2020,10.2,,
m45_C,Belarus,Mozyr,52.036,29.192,11/04/2020,12/04/2020,15.6,,
m45_S,Belarus,Mozyr,52.036,30.192,11/04/2020,12/04/2020,15.6,,
m45_J,Belarus,Mozyr,52.036,28.192,11/04/2020,12/04/2020,15.6,,
m45_V,Belarus,Mozyr,53.036,29.192,11/04/2020,12/04/2020,15.6,,
m45_Z,Belarus,Mozyr,51.036,29.192,11/04/2020,12/04/2020,15.6,,
m46_C,Belarus,Mozyr,52.036,29.192,12/04/2020,13/04/2020,34,,
m46_S,Belarus,Mozyr,52.036,30.192,12/04/2020,13/04/2020,34,,
m46_J,Belarus,Mozyr,52.036,28.192,12/04/2020,13/04/2020,34,,
m46_V,Belarus,Mozyr,53.036,29.192,12/04/2020,13/04/2020,34,,
m46_Z,Belarus,Mozyr,51.036,29.192,12/04/2020,13/04/2020,34,,
m47_C,Belarus,Mozyr,52.036,29.192,13/04/2020,14/04/2020,5.4,,
m47_S,Belarus,Mozyr,52.036,30.192,13/04/2020,14/04/2020,5.4,,
m47_J,Belarus,Mozyr,52.036,28.192,13/04/2020,14/04/2020,5.4,,
m47_V,Belarus,Mozyr,53.036,29.192,13/04/2020,14/04/2020,5.4,,
m47_Z,Belarus,Mozyr,51.036,29.192,13/04/2020,14/04/2020,5.4,,
m48_C,Belarus,Mozyr,52.036,29.192,14/04/2020,15/04/2020,23,,
m48_S,Belarus,Mozyr,52.036,30.192,14/04/2020,15/04/2020,23,,
m48_J,Belarus,Mozyr,52.036,28.192,14/04/2020,15/04/2020,23,,
m48_V,Belarus,Mozyr,53.036,29.192,14/04/2020,15/04/2020,23,,
m48_Z,Belarus,Mozyr,51.036,29.192,14/04/2020,15/04/2020,23,,
m49_C,Belarus,Mozyr,52.036,29.192,15/04/2020,16/04/2020,26,,
m49_S,Belarus,Mozyr,52.036,30.192,15/04/2020,16/04/2020,26,,
m49_J,Belarus,Mozyr,52.036,28.192,15/04/2020,16/04/2020,26,,
m49_V,Belarus,Mozyr,53.036,29.192,15/04/2020,16/04/2020,26,,
m49_Z,Belarus,Mozyr,51.036,29.192,15/04/2020,16/04/2020,26,,
m50_C,Belgium,Mol (SCK-CEN),51.217,5.09,06/04/2020,14/04/2020,0.45,0.22,49
m50_S,Belgium,Mol (SCK-CEN),51.217,6.09,06/04/2020,14/04/2020,0.45,0.22,49
m50_J,Belgium,Mol (SCK-CEN),51.217,4.09,06/04/2020,14/04/2020,0.45,0.22,49
m50_V,Belgium,Mol (SCK-CEN),52.217,5.09,06/04/2020,14/04/2020,0.45,0.22,49
m50_Z,Belgium,Mol (SCK-CEN),50.217,5.09,06/04/2020,14/04/2020,0.45,0.22,49
m51_C,Belgium,Mol (SCK-CEN),51.217,5.09,14/04/2020,20/04/2020,1.35,0.34,25
m51_S,Belgium,Mol (SCK-CEN),51.217,6.09,14/04/2020,20/04/2020,1.35,0.34,25
m51_J,Belgium,Mol (SCK-CEN),51.217,4.09,14/04/2020,20/04/2020,1.35,0.34,25
m51_V,Belgium,Mol (SCK-CEN),52.217,5.09,14/04/2020,20/04/2020,1.35,0.34,25
m51_Z,Belgium,Mol (SCK-CEN),50.217,5.09,14/04/2020,20/04/2020,1.35,0.34,25
m52_C,Belgium,Mol (SCK-CEN),51.217,5.09,20/04/2020,24/04/2020,5.3,0.8,15
m52_S,Belgium,Mol (SCK-CEN),51.217,6.09,20/04/2020,24/04/2020,5.3,0.8,15
m52_J,Belgium,Mol (SCK-CEN),51.217,4.09,20/04/2020,24/04/2020,5.3,0.8,15
m52_V,Belgium,Mol (SCK-CEN),52.217,5.09,20/04/2020,24/04/2020,5.3,0.8,15
m52_Z,Belgium,Mol (SCK-CEN),50.217,5.09,20/04/2020,24/04/2020,5.3,0.8,15
m53_C,Czech Republic,Brno,49.214,16.615,30/03/2020,06/04/2020,<0.3,,
m53_S,Czech Republic,Brno,49.214,17.615,30/03/2020,06/04/2020,<0.3,,
m53_J,Czech Republic,Brno,49.214,15.615,30/03/2020,06/04/2020,<0.3,,
m53_V,Czech Republic,Brno,50.214,16.615,30/03/2020,06/04/2020,<0.3,,
m53_Z,Czech Republic,Brno,48.214,16.615,30/03/2020,06/04/2020,<0.3,,
m54_C,Czech Republic,Brno,49.214,16.615,06/04/2020,14/04/2020,2.506,0.16,6.3
m54_S,Czech Republic,Brno,49.214,17.615,06/04/2020,14/04/2020,2.506,0.16,6.3
m54_J,Czech Republic,Brno,49.214,15.615,06/04/2020,14/04/2020,2.506,0.16,6.3
m54_V,Czech Republic,Brno,50.214,16.615,06/04/2020,14/04/2020,2.506,0.16,6.3
m54_Z,Czech Republic,Brno,48.214,16.615,06/04/2020,14/04/2020,2.506,0.16,6.3
m55_C,Czech Republic,Brno,49.214,16.615,14/04/2020,21/04/2020,0.5507,0.14,25
m55_S,Czech Republic,Brno,49.214,17.615,14/04/2020,21/04/2020,0.5507,0.14,25
m55_J,Czech Republic,Brno,49.214,15.615,14/04/2020,21/04/2020,0.5507,0.14,25
m55_V,Czech Republic,Brno,50.214,16.615,14/04/2020,21/04/2020,0.5507,0.14,25
m55_Z,Czech Republic,Brno,48.214,16.615,14/04/2020,21/04/2020,0.5507,0.14,25
m56_C,Czech Republic,Brno,49.214,16.615,21/04/2020,28/04/2020,0.59,,
m56_S,Czech Republic,Brno,49.214,17.615,21/04/2020,28/04/2020,0.59,,
m56_J,Czech Republic,Brno,49.214,15.615,21/04/2020,28/04/2020,0.59,,
m56_V,Czech Republic,Brno,50.214,16.615,21/04/2020,28/04/2020,0.59,,
m56_Z,Czech Republic,Brno,48.214,16.615,21/04/2020,28/04/2020,0.59,,
m57_C,Czech Republic,Brno,49.214,16.615,28/04/2020,03/05/2020,0.7,,
m57_S,Czech Republic,Brno,49.214,17.615,28/04/2020,03/05/2020,0.7,,
m57_J,Czech Republic,Brno,49.214,15.615,28/04/2020,03/05/2020,0.7,,
m57_V,Czech Republic,Brno,50.214,16.615,28/04/2020,03/05/2020,0.7,,
m57_Z,Czech Republic,Brno,48.214,16.615,28/04/2020,03/05/2020,0.7,,
m58_C,Czech Republic,Ceske Budejovice,48.962,14.466,30/03/2020,07/04/2020,1.422,0.105,7.4
m58_S,Czech Republic,Ceske Budejovice,48.962,15.466,30/03/2020,07/04/2020,1.422,0.105,7.4
m58_J,Czech Republic,Ceske Budejovice,48.962,13.466,30/03/2020,07/04/2020,1.422,0.105,7.4
m58_V,Czech Republic,Ceske Budejovice,49.962,14.466,30/03/2020,07/04/2020,1.422,0.105,7.4
m58_Z,Czech Republic,Ceske Budejovice,47.962,14.466,30/03/2020,07/04/2020,1.422,0.105,7.4
m59_C,Czech Republic,Ceske Budejovice,48.962,14.466,07/04/2020,14/04/2020,1.838,0.14,7.6
m59_S,Czech Republic,Ceske Budejovice,48.962,15.466,07/04/2020,14/04/2020,1.838,0.14,7.6
m59_J,Czech Republic,Ceske Budejovice,48.962,13.466,07/04/2020,14/04/2020,1.838,0.14,7.6
m59_V,Czech Republic,Ceske Budejovice,49.962,14.466,07/04/2020,14/04/2020,1.838,0.14,7.6
m59_Z,Czech Republic,Ceske Budejovice,47.962,14.466,07/04/2020,14/04/2020,1.838,0.14,7.6
m60_C,Czech Republic,Ceske Budejovice,48.962,14.466,14/04/2020,21/04/2020,1.058,0.12,11.3
m60_S,Czech Republic,Ceske Budejovice,48.962,15.466,14/04/2020,21/04/2020,1.058,0.12,11.3
m60_J,Czech Republic,Ceske Budejovice,48.962,13.466,14/04/2020,21/04/2020,1.058,0.12,11.3
m60_V,Czech Republic,Ceske Budejovice,49.962,14.466,14/04/2020,21/04/2020,1.058,0.12,11.3
m60_Z,Czech Republic,Ceske Budejovice,47.962,14.466,14/04/2020,21/04/2020,1.058,0.12,11.3
m61_C,Czech Republic,Ceske Budejovice,48.962,14.466,21/04/2020,27/04/2020,1.64,,
m61_S,Czech Republic,Ceske Budejovice,48.962,15.466,21/04/2020,27/04/2020,1.64,,
m61_J,Czech Republic,Ceske Budejovice,48.962,13.466,21/04/2020,27/04/2020,1.64,,
